battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,battery_power_scaled,clock_speed_scaled,fc_scaled,int_memory_scaled,m_dep_scaled,mobile_wt_scaled,n_cores_scaled,pc_scaled,px_height_scaled,px_width_scaled,ram_scaled,sc_h_scaled,sc_w_scaled,talk_time_scaled,CatRam,SqPx,Perfomance
1672,1,1.7,1,1,1,44,0.5,172,8,4,1250,1435,1348,11,6,7,1,1,1,1,0.9867363368836102,0.21788423666558757,-0.7624946625030504,0.658915315578507,-0.006069151494834045,0.8971539643776945,1.5212493854529545,-0.9758694489220956,1.3633831499671634,0.4246428116244897,-0.7157593717490339,-0.310171078630422,0.053497934059360104,-0.7342672077230512,1,1793750,11.01640625
1772,1,0.5,1,3,0,64,0.7,116,8,15,270,545,1834,5,2,20,0,1,1,1,1.214366890179105,-1.253064196519815,-0.3017032060878515,1.761379557145424,0.6875481622004737,-0.6851779938330984,1.5212493854529545,0.838474155936022,-0.8454665074391504,-1.6351066622863626,-0.2676104040429656,-1.7346077198723144,-0.8649215347708576,1.6455567016261552,1,147150,10.291015625
1283,1,0.7,1,0,1,27,0.2,80,4,6,1135,1923,3957,17,15,6,1,0,0,3,0.1012534845641357,-1.007906124322248,-0.9928903907106499,-0.2781792897533724,-1.0464951220377958,-1.7023913955400367,-0.22756439290940167,-0.6459887934933469,1.1041814044551979,1.5540335343980805,1.690044448714201,1.1142655626114704,2.1199417389273503,-0.9173305853652978,3,2182605,8.5642578125
1421,0,2.8,0,0,1,57,0.4,165,1,2,781,1657,2775,13,8,14,1,0,1,3,0.4153836481119184,1.5662536337522064,-0.9928903907106499,1.375517072597003,-0.3528778083424879,0.6993624696013454,-1.5391747266811688,-1.3057501043508444,0.3062908139227132,0.9384230174764101,0.6001018976266028,0.16464113511687545,0.5127076684744689,0.5471764357726754,2,1294117,6.5099609375
630,0,2.0,0,9,1,14,0.5,180,8,13,66,1448,1212,12,8,12,1,0,0,0,-1.3851740284554448,0.5856213449619383,1.0806711631577455,-0.9947810467718684,-0.006069151494834045,1.1232013869792363,1.5212493854529545,0.5085935005072734,-1.3052678646951585,0.4547290398950976,-0.8411673133293328,-0.07276497175677328,0.5127076684744689,0.18104968048818207,1,95568,11.18359375
1464,0,0.5,1,0,1,17,0.7,153,6,8,418,1341,1277,13,6,19,1,0,0,1,0.5132647860289812,-1.253064196519815,-0.9928903907106499,-0.8294114105368309,0.6875481622004737,0.36029133569903266,0.6468424962717764,-0.31610813806459825,-0.5118851306063602,0.20709623797547833,-0.78122969419169,0.16464113511687545,0.053497934059360104,1.4624933239839086,1,560538,7.7470703125
659,0,2.2,0,0,1,24,0.7,151,8,2,924,1877,3925,8,1,10,1,1,1,3,-1.3191611679997512,0.8307794171595057,-0.9928903907106499,-0.44354892598840995,0.6875481622004737,0.3037794800486472,1.5212493854529545,-1.3057501043508444,0.6286025496462876,1.44757457282516,1.6605366977541307,-1.0223893992513682,-1.094526401978412,-0.18507707479631122,3,1734348,14.0330078125
728,0,2.3,1,4,0,23,0.8,111,4,5,126,817,457,17,10,16,1,1,1,0,-1.16209608622586,0.9533584532582887,-0.07130747788025202,-0.4986721380667558,1.0343568190481278,-0.826457632959062,-0.22756439290940167,-0.8109291212077213,-1.170032171384568,-1.0056101938551807,-1.5373658125434924,1.1142655626114704,0.9719174028895778,0.9133031910571687,0,102942,6.7462890625
1811,1,0.5,1,0,0,32,1.0,115,6,0,204,1132,348,17,11,18,1,0,1,0,1.3031428059643477,-1.253064196519815,-0.9928903907106499,-0.002563229361643179,1.7279741327434355,-0.7134339216582911,0.6468424962717764,-1.635630759779593,-0.9942257700808002,-0.27659773960583417,-1.6378765892512321,1.1142655626114704,1.2015222700971322,1.279429946341662,0,230928,6.83984375
954,1,0.5,0,0,0,50,0.3,134,2,11,228,1058,438,17,0,2,1,0,0,0,-0.647651035778042,-1.253064196519815,-0.9928903907106499,0.9896545880485821,-0.6996864651901419,-0.17657129297962923,-1.1019712820905798,0.17871284507852472,-0.9401314927565639,-0.447857808223141,-1.5548860396760342,1.1142655626114704,-1.3241312691859664,-1.6495840959342845,0,241224,2.927734375
688,1,2.5,0,9,0,40,0.2,109,5,20,376,1957,1382,12,7,8,0,1,0,1,-1.253148307544058,1.198516525455856,1.0806711631577455,0.4384224672651236,-1.0464951220377958,-0.8829694886094475,0.20963905168118738,1.6631757945078938,-0.6065501159237736,1.6327205929519784,-0.6844073863539591,-0.07276497175677328,0.2831028012669145,-0.5512038300808045,1,735832,8.849609375
685,0,0.5,1,8,1,13,0.8,82,7,15,1091,1203,3210,15,7,2,1,1,1,3,-1.2599772241429228,-1.253064196519815,0.8502754349501459,-1.0499042588502143,1.0343568190481278,-1.6458795398896513,1.0840459408623655,0.838474155936022,1.005008562694098,-0.11228064674328303,1.001222887240059,0.6394533488641729,0.2831028012669145,-1.6495840959342845,3,1312473,10.634765625
514,1,2.9,1,5,0,18,0.7,141,2,8,1083,1492,980,13,7,16,0,0,1,0,-1.6492254702782188,1.6888326698509901,0.15908825032734747,-0.7742881984584851,0.6875481622004737,0.021220201796719875,-1.1019712820905798,-0.31610813806459825,0.9869771369193527,0.5565593509648477,-1.0550985077898427,0.16464113511687545,0.2831028012669145,0.9133031910571687,0,1615836,5.85703125
1472,0,2.8,1,1,0,36,0.5,130,6,10,1452,1744,985,12,11,7,1,1,0,1,0.5314752302926207,1.5662536337522064,-0.7624946625030504,0.2179296189517402,-0.006069151494834045,-0.28959500428040014,0.6468424962717764,0.013772517364150388,1.8186766507794851,1.1397693143643248,-1.0504879217023317,-0.07276497175677328,1.2015222700971322,-0.7342672077230512,0,2532288,9.7619140625
1933,0,2.8,1,1,0,16,0.5,154,3,9,229,1473,838,14,2,18,0,1,0,0,1.5808520809848514,1.5662536337522064,-0.7624946625030504,-0.8845346226151768,-0.006069151494834045,0.38854726352422536,-0.6647678374999907,-0.15116781035022395,-0.9378775645347207,0.5125871711847283,-1.186039152675155,0.40204724199052416,-0.8649215347708576,1.279429946341662,0,337317,6.618359375
853,1,2.0,0,10,1,3,0.6,200,2,16,674,740,3701,15,8,8,1,1,0,3,-0.8775578946064916,0.5856213449619383,1.311066891365345,-1.6011363796336728,0.34073950535281977,1.688319943483091,-1.1019712820905798,1.0034144836503964,0.0651204941854932,-1.1838132382272433,1.4539824410336384,0.6394533488641729,0.5127076684744689,-0.5512038300808045,3,498760,7.6142578125
915,0,2.0,0,8,1,31,0.3,91,3,20,875,1316,378,11,6,9,1,1,0,0,-0.7364269515632849,0.5856213449619383,0.8502754349501459,-0.05768644143998903,-0.6996864651901419,-1.3915761894629166,-0.6647678374999907,1.6631757945078938,0.5181600667759718,0.14923810668584764,-1.610213072726166,-0.310171078630422,0.053497934059360104,-0.36814045243855786,0,1151500,5.369140625
1469,0,2.1,0,0,0,8,0.7,123,7,0,398,1133,1052,8,1,3,0,1,0,0,0.5246463136937559,0.7082003810607219,-0.9928903907106499,-1.3255203192419436,0.6875481622004737,-0.48738649905674925,1.0840459408623655,-1.635630759779593,-0.5569636950432237,-0.2742834143542489,-0.9887060681296845,-1.0223893992513682,-1.094526401978412,-1.4665207182920377,0,450934,10.12734375
1006,0,2.2,1,4,1,22,0.8,135,4,8,35,991,909,18,4,7,1,0,1,0,-0.5292831480643847,0.8307794171595057,-0.07130747788025202,-0.5537953501451016,1.0343568190481278,-0.1483153651544365,-0.22756439290940167,-0.31610813806459825,-1.3751396395722972,-0.6029176000793511,-1.120568830232499,1.351671669485119,-0.4057118003557487,-0.7342672077230512,0,34685,7.0876953125
1310,1,2.3,1,6,0,57,0.9,135,8,9,449,889,1175,16,0,8,0,0,0,0,0.16271373395391928,0.9533584532582887,0.38948397853494693,1.375517072597003,1.3811654758957816,-0.1483153651544365,1.5212493854529545,-0.15116781035022395,-0.4420133557292217,-0.8389787757410444,-0.8752856503769142,0.8768594557378216,-1.3241312691859664,-0.5512038300808045,1,399161,11.4474609375
1134,1,0.9,0,2,1,13,0.4,92,4,19,18,903,3632,17,8,19,1,1,0,3,-0.23791603984615142,-0.7627480521246808,-0.532098934295451,-1.0499042588502143,-0.3528778083424879,-1.3633202616377238,-0.22756439290940167,1.4982354667935194,-1.4134564193436312,-0.8065782222188512,1.3903563530259866,1.1142655626114704,0.5127076684744689,1.4624933239839086,3,16254,8.446875
1654,0,1.8,0,1,0,11,0.3,146,7,2,1184,1719,1070,8,1,14,1,1,1,1,0.9457628372904211,0.3404632727643712,-0.7624946625030504,-1.160150683006906,-0.6996864651901419,0.16249984092268352,1.0840459408623655,-1.3057501043508444,1.2146238873255137,1.0819111830746941,-0.972107958214645,-1.0223893992513682,-1.094526401978412,0.5471764357726754,0,2035296,9.844921875
599,1,2.9,0,0,1,64,0.3,186,8,1,103,646,3396,5,3,7,1,0,0,2,-1.455739499977048,1.6888326698509901,-0.9928903907106499,1.761379557145424,-0.6996864651901419,1.2927369539303928,1.5212493854529545,-1.4706904320652185,-1.2218725204869612,-1.4013598118762545,1.1727366896954678,-1.7346077198723144,-0.6353166675633032,-0.7342672077230512,3,66538,14.21640625
902,1,0.7,0,3,0,3,0.3,134,7,9,675,1285,3411,12,11,15,0,0,1,3,-0.7660189234916992,-1.007906124322248,-0.3017032060878515,-1.6011363796336728,-0.6996864651901419,-0.17657129297962923,1.0840459408623655,-0.15116781035022395,0.06737442240733638,0.07749402388670559,1.1865684479580008,-0.07276497175677328,1.2015222700971322,0.7302398134149221,3,867375,11.0310546875
973,0,0.5,1,5,0,53,0.5,196,5,7,105,588,1861,13,10,16,0,1,0,1,-0.6044012306518979,-1.253064196519815,0.15908825032734747,1.1550242242836197,-0.006069151494834045,1.57529623218232,0.20963905168118738,-0.4810484657789726,-1.2173646640432747,-1.5355906764681977,-0.24271323917040627,0.16464113511687545,0.9719174028895778,0.9133031910571687,1,61740,7.3173828125
1448,0,1.4,1,13,0,26,1.0,156,3,16,1792,1850,1175,12,9,6,0,1,0,1,0.476843897501702,-0.14985287163076313,2.0022540759881435,-0.3333025018317183,1.7279741327434355,0.44505911917461083,-0.6647678374999907,1.0034144836503964,2.5850122462061655,1.385087791032359,-0.8752856503769142,-0.07276497175677328,0.7423125356820234,-0.9173305853652978,1,3315200,5.5474609375
1180,1,2.5,0,0,1,27,0.1,90,6,1,168,540,348,7,5,19,1,1,1,0,-0.13320598533022385,1.198516525455856,-0.9928903907106499,-0.2781792897533724,-1.3933037788854497,-1.4198321172881094,0.6468424962717764,-1.4706904320652185,-1.0753671860671545,-1.6466782885442885,-1.6378765892512321,-1.259795506125017,-0.1761069331481943,1.4624933239839086,0,90720,8.83984375
1631,0,0.9,1,2,1,3,0.1,198,7,12,177,1905,301,13,5,13,1,0,0,0,0.8934078100324573,-0.7627480521246808,-0.532098934295451,-1.6011363796336728,-1.3933037788854497,1.6318080878327055,1.0840459408623655,0.34365317279289903,-1.055081832070566,1.5123756798695465,-1.6812160984738354,0.16464113511687545,-0.1761069331481943,0.3641130581304287,0,337185,8.1939453125
1237,1,2.5,0,7,0,13,0.8,98,4,12,18,1004,2528,11,8,16,0,0,0,2,-0.0034565699517918676,1.198516525455856,0.6198797067425464,-1.0499042588502143,1.0343568190481278,-1.1937846946865676,-0.22756439290940167,0.34365317279289903,-1.4134564193436312,-0.5728313718087432,0.3723389449035599,-0.310171078630422,0.5127076684744689,0.9133031910571687,2,18072,8.96875
1608,0,1.8,1,7,0,28,0.4,183,2,13,1013,1158,489,15,11,8,0,0,1,0,0.8410527827744936,0.3404632727643712,0.6198797067425464,-0.22305607767502658,-0.3528778083424879,1.2079691704548146,-1.1019712820905798,0.5085935005072734,0.8292021613903303,-0.21642528306461825,-1.507858061583422,0.6394533488641729,1.2015222700971322,-0.5512038300808045,0,1173054,4.2775390625
659,0,0.5,1,7,1,5,0.3,169,8,10,659,730,2190,16,10,16,1,1,0,1,-1.3191611679997512,-1.253064196519815,0.6198797067425464,-1.490889955476981,-0.6996864651901419,0.8123861809021163,1.5212493854529545,0.013772517364150388,0.03131157085784554,-1.2069564907430954,0.06066332538781693,0.8768594557378216,0.9719174028895778,0.9133031910571687,1,481070,10.638671875
1991,1,2.7,0,5,1,64,0.9,145,2,13,1058,1325,1733,5,3,8,1,1,0,2,1.7128778018962383,1.4436745976534233,0.15908825032734747,1.761379557145424,1.3811654758957816,0.13424391309749079,-1.1019712820905798,0.5085935005072734,0.9306289313732733,0.1700670339501147,-0.36074424301068764,-1.7346077198723144,-0.6353166675633032,-0.5512038300808045,1,1401850,6.3923828125
1142,1,1.4,1,6,0,6,0.7,190,8,8,534,855,663,12,4,5,0,1,1,0,-0.21970559558251185,-0.14985287163076313,0.38948397853494693,-1.4357667433986352,0.6875481622004737,1.4057606652311636,1.5212493854529545,-0.31610813806459825,-0.25042945687255164,-0.9176658342949421,-1.3474096657380397,-0.07276497175677328,-0.4057118003557487,-1.1003939630075446,0,456570,10.0474609375
1349,0,2.0,1,15,0,62,0.3,114,5,16,592,772,2756,11,3,4,1,0,0,2,0.2514896497391622,0.5856213449619383,2.4630455324033425,1.6511331329887322,-0.6996864651901419,-0.7416898494834838,0.20963905168118738,1.0034144836503964,-0.11970162000564734,-1.1097548301765159,0.5825816704940611,-0.310171078630422,-0.6353166675633032,-1.2834573406497911,2,457024,9.69140625
1002,0,2.7,1,16,1,11,0.4,185,6,18,285,512,961,10,7,19,1,0,1,0,-0.5383883701962044,1.4436745976534233,2.6934412606109417,-1.160150683006906,-0.3528778083424879,1.2644810261052,0.6468424962717764,1.333295139079145,-0.8116575841115028,-1.711479395588675,-1.0726187349223846,-0.5475771855040708,0.2831028012669145,1.4624933239839086,0,145920,9.6384765625
1589,0,2.5,0,5,1,51,0.8,195,1,18,810,1743,2612,8,2,16,1,0,0,2,0.7978029776483495,1.198516525455856,0.15908825032734747,1.044777800126928,1.0343568190481278,1.5470403043571272,-1.5391747266811688,1.333295139079145,0.3716547323561653,1.1374549891127397,0.44979679117374455,-1.0223893992513682,-0.8649215347708576,0.9133031910571687,2,1411830,6.05078125
1392,0,2.5,0,0,1,44,0.7,113,4,2,482,1098,1280,8,1,16,1,0,1,1,0.3493707876562249,1.198516525455856,-0.9928903907106499,0.658915315578507,0.6875481622004737,-0.7699457773086765,-0.22756439290940167,-1.3057501043508444,-0.36763372440839687,-0.3552847981597319,-0.7784633425391834,-1.0223893992513682,-1.094526401978412,0.9133031910571687,1,529236,7.75
1844,1,2.3,1,1,0,51,0.7,158,8,3,533,882,1724,5,1,14,0,1,1,1,1.378260888551861,0.9533584532582887,-0.7624946625030504,1.044777800126928,0.6875481622004737,0.5015709748249962,1.5212493854529545,-1.14080977663647,-0.2526833850943948,-0.855179052502141,-0.3690432979682074,-1.7346077198723144,-1.094526401978412,0.5471764357726754,1,470106,11.98359375
602,0,0.9,0,9,0,50,0.9,141,8,18,1571,1717,2189,7,5,16,0,1,0,2,-1.4489105833781832,-0.7627480521246808,1.0806711631577455,0.9896545880485821,1.3811654758957816,0.021220201796719875,1.5212493854529545,1.333295139079145,2.0868941091788233,1.0772825325715236,0.05974120817031473,-1.259795506125017,-0.1761069331481943,0.9133031910571687,1,2697407,11.0376953125
712,1,0.5,1,3,1,35,0.2,84,2,10,558,1208,2190,16,12,4,1,1,1,1,-1.1985169747531392,-1.253064196519815,-0.3017032060878515,0.16280640687339437,-1.0464951220377958,-1.5893676842392657,-1.1019712820905798,0.013772517364150388,-0.19633517954831536,-0.10070902048535689,0.06066332538781693,0.8768594557378216,1.4311271373046865,-1.2834573406497911,1,674064,4.638671875
1249,1,0.5,0,3,1,55,0.8,140,3,8,605,1193,531,18,10,13,1,1,1,0,0.0238590964436675,-1.253064196519815,-0.3017032060878515,1.2652706484403113,1.0343568190481278,-0.007035726028472855,-0.6647678374999907,-0.31610813806459825,-0.09040055312168604,-0.1354238992591353,-1.4691291384483298,1.351671669485119,0.9719174028895778,0.3641130581304287,0,721765,4.0185546875
972,1,1.7,0,0,1,54,0.7,107,3,4,681,1050,1900,16,8,19,1,0,1,1,-0.6066775361848529,0.21788423666558757,-0.9928903907106499,1.2101474363619655,0.6875481622004737,-0.939481344259833,-0.6647678374999907,-0.9758694489220956,0.08089799173839544,-0.46637241023582277,-0.20675066768782052,0.8768594557378216,0.5127076684744689,1.4624933239839086,1,715050,6.55546875
531,1,0.5,1,0,1,12,0.5,121,4,3,158,1657,2331,18,12,20,1,0,1,1,-1.6105282762179847,-1.253064196519815,-0.9928903907106499,-1.1050274709285601,-0.006069151494834045,-0.5438983547071348,-0.22756439290940167,-1.14080977663647,-1.0979064682855864,0.9384230174764101,0.19068185305562688,1.351671669485119,1.4311271373046865,1.6455567016261552,2,261806,6.7763671875
1406,0,0.5,1,2,1,34,0.8,98,3,5,1017,1366,3915,9,8,2,1,0,1,3,0.3812390651175942,-1.253064196519815,-0.532098934295451,0.10768319479504852,1.0343568190481278,-1.1937846946865676,-0.6647678374999907,-0.8109291212077213,0.838217874277703,0.264954369265109,1.6513155255791088,-0.7849832923777195,0.5127076684744689,-1.6495840959342845,3,1389222,7.3232421875
1450,0,2.1,0,1,0,31,0.6,114,5,4,1573,1639,794,11,5,9,0,1,1,1,0.4813965085676119,0.7082003810607219,-0.7624946625030504,-0.05768644143998903,0.34073950535281977,-0.7416898494834838,0.20963905168118738,-0.9758694489220956,2.09140196562251,0.896765162947876,-1.2266123102452517,-0.310171078630422,-0.1761069331481943,-0.36814045243855786,0,2578147,7.875390625
1289,0,0.9,0,10,1,25,1.0,178,6,12,765,899,1043,6,2,11,1,1,0,0,0.11491131776186539,-0.7627480521246808,1.311066891365345,-0.38842571391006414,1.7279741327434355,1.066689531328851,0.6468424962717764,0.34365317279289903,0.27022796237322233,-0.815835523225192,-0.9970051230872043,-1.4972016129986656,-0.8649215347708576,-0.002013697154064573,0,687735,7.9185546875
1342,0,2.8,0,1,0,50,0.1,173,1,8,127,620,2644,7,2,11,0,1,1,2,0.23555551100847757,1.5662536337522064,-0.7624946625030504,0.9896545880485821,-1.3933037788854497,0.9254098922028873,-1.5391747266811688,-0.31610813806459825,-1.1677782431627248,-1.4615322684174705,0.4793045421338149,-1.259795506125017,-0.8649215347708576,-0.002013697154064573,2,78740,6.38203125
932,0,1.3,0,1,0,64,0.7,154,7,2,1176,1224,3817,8,7,9,1,1,1,3,-0.6977297575030508,-0.2724319077295465,-0.7624946625030504,1.761379557145424,0.6875481622004737,0.38854726352422536,1.0840459408623655,-1.3057501043508444,1.1965924615507681,-0.06367981645999325,1.5609480382638934,-1.0223893992513682,0.2831028012669145,-0.36814045243855786,3,1439424,12.0275390625
832,1,0.5,0,5,1,22,0.6,198,1,8,343,1431,1666,15,4,20,1,1,1,1,-0.9253603107985454,-1.253064196519815,0.15908825032734747,-0.5537953501451016,0.34073950535281977,1.6318080878327055,-1.5391747266811688,-0.31610813806459825,-0.6809297472445985,0.41538551061814877,-0.4225260965833349,0.6394533488641729,-0.4057118003557487,1.6455567016261552,1,490833,3.126953125
1747,1,0.9,0,6,1,48,0.7,94,3,19,947,1131,2362,17,2,19,1,1,0,2,1.1574592518552311,-0.7627480521246808,0.38948397853494693,0.8794081638918904,0.6875481622004737,-1.3068084059873384,-0.6647678374999907,1.4982354667935194,0.6804428987486806,-0.2789120648574194,0.21926748679819502,1.1142655626114704,-0.8649215347708576,1.4624933239839086,2,1071057,6.206640625
867,1,1.5,0,0,1,57,0.1,159,4,0,289,724,2157,8,6,18,1,0,0,1,-0.8456896171451224,-0.027273835531979467,-0.9928903907106499,1.375517072597003,-1.3933037788854497,0.5298269026501891,-0.22756439290940167,-1.635630759779593,-0.8026418712241301,-1.2208424422526067,0.030233457210244393,-1.0223893992513682,0.053497934059360104,1.279429946341662,1,209236,7.6064453125
1172,1,2.1,1,4,0,41,0.1,95,3,7,1314,1884,1107,7,3,5,0,0,0,1,-0.15141642959386342,0.7082003810607219,-0.07130747788025202,0.49354567934346943,-1.3933037788854497,-1.2785524781621458,-0.6647678374999907,-0.4810484657789726,1.5076345561651268,1.4637748495862566,-0.9379896211670636,-1.259795506125017,-0.6353166675633032,-1.1003939630075446,1,2475576,6.1810546875
1404,0,2.1,0,16,0,44,0.9,151,1,20,1703,1880,1196,10,6,5,0,0,1,1,0.3766864540516843,0.7082003810607219,2.6934412606109417,0.658915315578507,1.3811654758957816,0.3037794800486472,-1.5391747266811688,1.6631757945078938,2.3844126344621226,1.4545175485799158,-0.8559211888093681,-0.5475771855040708,0.053497934059360104,-1.1003939630075446,1,3201640,4.26796875
1128,1,1.4,0,12,0,53,0.4,84,5,14,609,1370,2982,14,9,12,1,1,0,3,-0.2515738730438811,-0.14985287163076313,1.7718583477805439,1.1550242242836197,-0.3528778083424879,-1.5893676842392657,0.20963905168118738,0.6735338282216478,-0.08138484023431333,0.2742116702714499,0.7909801616495579,0.40204724199052416,0.7423125356820234,0.18104968048818207,2,834330,9.312109375
840,0,0.9,1,6,0,33,0.7,150,6,7,1482,1591,2072,10,8,19,0,1,0,2,-0.9071498665349059,-0.7627480521246808,0.38948397853494693,0.05255998271670267,0.6875481622004737,0.2755235522234544,0.6468424962717764,-0.4810484657789726,1.8862944974347806,0.7856775508717851,-0.04814650627744245,-0.5475771855040708,0.5127076684744689,1.4624933239839086,1,2357862,8.9234375
664,0,1.2,1,0,0,28,0.9,106,5,5,754,1497,2042,17,15,19,1,1,0,1,-1.3077796403349766,-0.3950109438283302,-0.9928903907106499,-0.22305607767502658,1.3811654758957816,-0.9677372720850257,0.20963905168118738,-0.8109291212077213,0.2454347519329474,0.5681309772227737,-0.0758100228025084,1.1142655626114704,2.1199417389273503,1.4624933239839086,1,1128738,8.194140625
1368,0,0.5,0,10,1,42,0.2,91,1,20,907,925,1590,12,0,14,1,0,0,1,0.2947394548653062,-1.253064196519815,1.311066891365345,0.5486688914218153,-1.0464951220377958,-1.3915761894629166,-1.5391747266811688,1.6631757945078938,0.5902857698749535,-0.7556630666839762,-0.492607005113502,-0.07276497175677328,-1.3241312691859664,0.5471764357726754,1,838975,3.052734375
513,1,0.5,0,6,1,44,0.1,186,4,12,619,867,1343,5,1,9,1,1,0,0,-1.6515017758111736,-1.253064196519815,0.38948397853494693,0.658915315578507,-1.3933037788854497,1.2927369539303928,-0.22756439290940167,0.34365317279289903,-0.05884555801588156,-0.8898939312759193,-0.7203699578365449,-1.7346077198723144,-1.094526401978412,-0.36814045243855786,1,536673,5.8115234375
1927,0,0.9,1,3,0,11,0.4,190,8,12,491,1506,2916,16,11,18,0,1,1,3,1.5671942477871217,-0.7627480521246808,-0.3017032060878515,-1.160150683006906,-0.3528778083424879,1.4057606652311636,1.5212493854529545,0.34365317279289903,-0.34734837041180827,0.5889599044870408,0.7301204252944128,0.8768594557378216,1.2015222700971322,1.279429946341662,2,739446,11.74765625
1742,0,2.3,1,9,1,43,0.4,170,7,12,453,681,2610,12,3,10,1,0,1,2,1.1460777241904565,0.9533584532582887,1.0806711631577455,0.6037921035001611,-0.3528778083424879,0.840642108727309,1.0840459408623655,0.34365317279289903,-0.432997642841849,-1.3203584280707716,0.4479525567387401,-0.07276497175677328,-0.6353166675633032,-0.18507707479631122,2,308493,11.848828125
1714,0,0.5,1,7,0,31,0.4,120,2,10,287,627,3707,5,1,19,0,0,1,3,1.0823411692677178,-1.253064196519815,0.6198797067425464,-0.05768644143998903,-0.3528778083424879,-0.5721542825323275,-1.1019712820905798,0.013772517364150388,-0.8071497276678165,-1.4453319916563738,1.4595151443386516,-1.7346077198723144,-1.094526401978412,1.4624933239839086,3,179949,6.1201171875
1512,1,1.7,0,12,0,6,0.7,162,7,17,205,884,2335,15,7,7,1,1,1,2,0.6225274516108186,0.21788423666558757,1.7718583477805439,-1.4357667433986352,0.6875481622004737,0.6145946861257672,1.0840459408623655,1.1683548113647708,-0.991971841858957,-0.8505504019989705,0.19437032192563566,0.6394533488641729,0.2831028012669145,-0.7342672077230512,2,181220,10.9802734375
1201,1,0.5,0,1,1,10,0.4,198,6,5,1151,1723,726,11,4,3,1,1,0,0,-0.08540356913816996,-1.253064196519815,-0.7624946625030504,-1.2152738950852517,-0.3528778083424879,1.6318080878327055,0.6468424962717764,-0.8109291212077213,1.1402442560046888,1.0911684840810352,-1.289316281035401,-0.310171078630422,-0.4057118003557487,-1.4665207182920377,0,1983173,7.208984375
1986,0,0.5,1,3,1,51,0.1,165,8,20,282,1358,1614,17,12,3,1,1,1,1,1.7014962742314637,-1.253064196519815,-0.3017032060878515,1.044777800126928,-1.3933037788854497,0.6993624696013454,1.5212493854529545,1.6631757945078938,-0.8184193687770324,0.24643976725242717,-0.4704761918934492,1.1142655626114704,1.4311271373046865,-1.4665207182920377,1,382956,10.076171875
1796,1,2.3,0,4,0,44,0.9,184,2,11,1024,1363,3577,17,7,4,1,1,0,3,1.2689982229700236,0.9533584532582887,-0.07130747788025202,0.658915315578507,1.3811654758957816,1.2362250982800074,-1.1019712820905798,0.17871284507852472,0.8539953718306053,0.2580113935103533,1.3396399060633657,1.1142655626114704,0.2831028012669145,-1.2834573406497911,3,1395712,7.7931640625
965,1,1.5,1,5,0,13,1.0,109,2,14,130,998,1138,9,8,10,0,1,0,0,-0.6226116749155375,-0.027273835531979467,0.15908825032734747,-1.0499042588502143,1.7279741327434355,-0.8829694886094475,-1.1019712820905798,0.6735338282216478,-1.1610164584971954,-0.5867173233182545,-0.9094039874244955,-0.7849832923777195,0.5127076684744689,-0.18507707479631122,1,129740,4.611328125
1147,0,0.8,1,11,0,28,0.7,158,6,13,1085,1134,2627,18,3,15,1,0,1,2,-0.2083240679177371,-0.8853270882234643,1.5414626195729444,-0.22305607767502658,0.6875481622004737,0.5015709748249962,0.6468424962717764,0.5085935005072734,0.9914849933630391,-0.2719690891026637,0.4636285494362775,1.351671669485119,-0.6353166675633032,0.7302398134149221,2,1230390,9.3654296875
1067,1,2.4,1,3,1,40,0.6,122,8,15,494,1989,604,16,14,11,1,0,0,0,-0.39042851055413286,1.0759374893570723,-0.3017032060878515,0.4384224672651236,0.34073950535281977,-0.515642426881942,1.5212493854529545,0.838474155936022,-0.3405865857462787,1.7067790010027055,-1.4018145815706693,0.8768594557378216,1.8903368717197957,-0.002013697154064573,0,982566,10.98984375
776,1,1.7,0,0,1,20,1.0,146,4,9,991,1803,685,15,11,7,1,1,1,0,-1.0528334206440224,0.21788423666558757,-0.9928903907106499,-0.6640417743017933,1.7279741327434355,0.16249984092268352,-0.22756439290940167,-0.15116781035022395,0.7796157405097804,1.2763145042078532,-1.3271230869529913,0.6394533488641729,1.2015222700971322,-0.7342672077230512,0,1786773,6.3689453125
1583,1,1.6,0,5,1,42,0.8,118,3,10,275,862,3652,14,10,9,1,0,0,3,0.7841451444506199,0.0953052005668042,0.15908825032734747,0.5486688914218153,1.0343568190481278,-0.6286661381827129,-0.6647678374999907,0.013772517364150388,-0.8341968663299346,-0.9014655575338455,1.4087986973760307,0.40204724199052416,0.9719174028895778,-0.36814045243855786,3,237050,8.16640625
510,0,2.6,0,0,0,33,0.1,110,6,10,1052,1897,1693,6,2,5,0,1,0,1,-1.6583306924100385,1.3210955615546396,-0.9928903907106499,0.05255998271670267,-1.3933037788854497,-0.8547135607842548,0.6468424962717764,0.013772517364150388,0.9171053620422143,1.4938610778568646,-0.39762893171077557,-1.4972016129986656,-0.8649215347708576,-1.1003939630075446,1,1995644,10.2533203125
